,Ery/Meg,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Gm3839,-0.2325938934428538,-0.050547188719020586,-0.18204670472383322,2.1928114206349156,-0.22022850864941812,7.130126559597736e-15,9.141187896920174e-14,13.038997364052202,True
Rgs10,-0.6351812301803131,-0.4527128908702247,-0.18246833931008843,0.47059203567020086,-1.1327267900486961,0.008536501218542216,0.014985081132607752,1.824340901343731,True
Tarm1,-0.7167238870584001,-0.5342130784700689,-0.18251080858833113,0.407839109242541,-1.416840966733315,0.01511425599234791,0.025260594973283413,1.5975564245419385,True
Pld3,-0.5742097978339216,-0.39121962481850076,-0.1829901730154208,0.5340142018313189,-0.9509679322634713,0.008134017117115555,0.014439083639850098,1.8404603679010496,True
Samd9l,-0.27869010024426044,-0.09514282045103359,-0.18354727979322685,1.5249953616925396,-0.2985245063626165,4.6244549523901325e-05,0.00013288663656293485,3.8765186906809177,True
Cd274,-0.5635385545056938,-0.37997753436480575,-0.18356102014088804,0.5487187529771065,-0.9207292029215824,2.8988677873565085e-05,8.619032073408846e-05,4.0645415031753185,True
Il18r1,-0.14934890447579402,0.034971639546730146,-0.18432054402252418,,-0.08495894153031798,0.004733481962510934,0.008798293610615118,2.0556015491399804,True
Slc4a8,-0.0625444301515963,0.12288860967563836,-0.18543303982723466,,0.04288535906689466,0.004360453693388483,0.008175850675103406,2.087467049152956,True
Map3k14,-0.3272508715796142,-0.1410439388760782,-0.186206932703536,1.1871776937721077,-0.3848613545067544,0.0002984930030197284,0.0007204175455021603,3.142415718642649,True
Cd300c,-0.23757930283448,-0.051171534424859964,-0.18640776840962003,2.206422025653449,-0.2249501643810724,5.832202865408862e-06,1.959306673709584e-05,4.707897582241109,True
BC018473,-0.05846019207490717,0.12831050045528972,-0.1867706925301969,,0.049526435760258065,2.0657720328848737e-11,1.6932557646597325e-10,9.771277437171092,True
Tubb2b,-0.34786845569522273,-0.16098964548011582,-0.1868788102151069,1.0848007492419505,-0.423582447281532,2.4368244655328373e-05,7.325123643886284e-05,4.135185040270189,True
Lair1,-0.5582289369603447,-0.37122929680199884,-0.18699964015834586,0.568580754980996,-0.9016589177109428,0.014288134542896994,0.023959979669475114,1.620513554790177,True
Gm14548,-0.6425623452631595,-0.45544231449708444,-0.18712003076607503,0.478832140211733,-1.1488081144337132,0.0017960766694559156,0.003670456408969855,2.4352799293247918,True
Cd200r1,-0.5807660868667596,-0.39324642334991927,-0.1875196635168403,0.5432077591380884,-0.9629868602222823,0.000649011122667034,0.0014540951217334591,2.8374071825466394,True
Ms4a4b,-0.3252450902744177,-0.1370591760846223,-0.18818591418979544,1.219958157433943,-0.37922993687818646,8.966020543259777e-10,5.8347205270671e-09,8.23397994106837,True
A530032D15Rik,-0.2776498124163651,-0.08903203120657723,-0.1886177812097879,1.6172835854496381,-0.29219415709817753,0.0007159379629416566,0.001586273182293183,2.79962201793526,True
Tppp3,-0.3690055281125074,-0.178456506621723,-0.19054902149078443,1.0221260919889033,-0.4614241278780455,9.819619523677944e-05,0.0002627908882340217,3.580389697172713,True
Capn2,-0.6852739821936408,-0.4936240815947745,-0.19164990059886627,0.4565530445227875,-1.2843667574909121,0.0041496354529837205,0.007844301423409679,2.1054457265789073,True
Itgb7,-0.750650513270677,-0.5581012477203785,-0.1925492655502985,0.4122015114269834,-1.5327241948764356,0.009685918338197846,0.016757644183733298,1.775787035223488,True
Cdh1,-0.6013815247156009,-0.40722754311974363,-0.19415398159585728,0.5437989463431534,-1.0124740317427412,9.93628879651194e-10,6.3830549013995335e-09,8.194971420136648,True
Slc27a4,-0.29730225451682857,-0.10273677896054771,-0.19456547555628084,1.5087700134715214,-0.32196329119433686,1.7813929025699198e-05,5.4981262424997525e-05,4.259785292540643,True
Slc39a4,-0.4120033396736766,-0.21731306840742554,-0.19469027126625105,0.8984790795287857,-0.5451044216270824,4.3710048419529454e-05,0.0001265734992843517,3.8976572131126694,True
Scnn1a,-0.1097042633527757,0.08559574439839487,-0.19530000775117057,,-0.017496285899524025,1.1597254780331334e-10,8.697941085248501e-10,9.060583538316823,True
Ctsw,-0.18444717683850878,0.011219846956354916,-0.1956670237948637,,-0.13070288880389094,0.00024286902084734625,0.0005977088289926487,3.2235103289840055,True
Pld2,-0.4166350227589481,-0.22047842097036252,-0.19615660178858557,0.8939772971295028,-0.5533345196742331,0.002908347829152878,0.00567667110439729,2.245906267247754,True
Ggh,-0.6163683104069855,-0.4184949870070333,-0.19787332339995217,0.5403757641837613,-1.0511947937760557,0.027229058407134736,0.04297063399337412,1.3668282386411437,True
Nrg1,-0.3442606809648251,-0.14622487166975606,-0.19803580929506903,1.2098961043261727,-0.4059154352367695,2.2581098839846012e-08,1.1968780303805307e-07,6.921950104757862,True
Fas,-0.4891766408910895,-0.2905729305387075,-0.198603710352382,0.729698550906852,-0.712822741572236,4.383357991451791e-05,0.0001268088136389139,3.8968505604785513,True
Fabp3,-0.392013788444152,-0.19298510621206102,-0.199028682232091,0.9977519950992838,-0.4991968199651907,0.0004374748905846424,0.0010126733578348203,2.9945306156130993,True
Naaa,-0.770023303561277,-0.5707343778993205,-0.19928892566195655,0.4170765002121091,-1.60111923891459,0.0029521478642030186,0.005750937397798088,2.2402613599172847,True
Fxyd7,-0.2963186875617793,-0.09699087546329464,-0.19932781209848466,1.588541162700288,-0.31590801004257857,7.751082264607608e-08,3.7205194870116516e-07,6.429396416410808,True
Pdgfa,-0.5636889193968779,-0.36273273461051236,-0.20095618478636557,0.616481192369348,-0.8975725221236056,0.00016161386075771227,0.00040984072888684435,3.387384884754073,True
Rsrp1,-0.47552421000853534,-0.2731603140682806,-0.20236389594025472,0.7777306603224229,-0.6765544389760989,0.03089414319232664,0.04814671666336619,1.3174333239828855,True
Ceacam1,-0.41282092652025365,-0.2104018706999705,-0.20241905582028316,0.9484825412082729,-0.5387048860252687,0.025412365769787816,0.0404655505888341,1.3929145460643197,True
Stfa2l1,-1.8569203012489648,-1.65441431332571,-0.2025059879232547,0.16004746673972198,,0.006570612105907533,0.0119104751164487,1.924070913887806,True
Cib2,-0.5955345056439587,-0.3922542999634451,-0.20328020568051364,0.5837661068347774,-0.9824896651906195,1.871543021047484e-11,1.5424805118523219e-10,9.811780314262931,True
Dusp3,-0.7323038965760661,-0.527904889911899,-0.2043990066641671,0.456528572943549,-1.4348099291887566,0.00722234285099075,0.012974268594594161,1.8869171155053248,True
Tnfsf8,-0.27763320870465985,-0.07277861969079072,-0.20485458901386913,1.915426711059324,-0.27789410700956596,0.0011549881554532076,0.00245742160734725,2.609520327428497,True
Il1f9,-0.5742779509628165,-0.3693842653356513,-0.20489368562716526,0.6174832727490662,-0.9209287628906223,1.0167795466003437e-07,4.781095046710079e-07,6.320472622576663,True
Osm,-0.2652235559042925,-0.05991525078509026,-0.20530830511920223,2.13613367392211,-0.25595846503880515,0.00036863108652337713,0.0008694129399136253,3.0607739002720935,True
Filip1l,-0.6761327658102104,-0.4702222711569145,-0.20591049465329592,0.5072331151036128,-1.2282919273518216,7.328822061145893e-06,2.4321312149820443e-05,4.614012998311554,True
Zbp1,-0.41855195856289695,-0.2126412895848359,-0.20591066897806104,0.9534755636323137,-0.5470812187247363,0.003374291069718963,0.006489021287921082,2.1878208010898987,True
Plxnc1,-0.48772929290616907,-0.28151672852054577,-0.2062125643856233,0.7713298280098889,-0.7004575967191777,0.0001308174860580702,0.0003380296797366155,3.4710451660538655,True
AC163720.3,-0.14195905757682112,0.06617198587538253,-0.20813104345220365,,-0.05573154725206383,0.001514887490565087,0.00313424998047949,2.5038663681695157,True
Pbld1,-0.15194154218010317,0.05722700365757578,-0.20916854583767894,,-0.06999283272515879,0.0017024821477193764,0.003491077541461469,2.457040504822361,True
Mgarp,-0.4847304548062301,-0.2747163657966571,-0.21001408900957302,0.7977662468285663,-0.6890164187333512,1.7653001032108394e-11,1.4589257051329253e-10,9.835966823714738,True
Aph1c,-0.7350475645915027,-0.5248493215326197,-0.21019824305888302,0.47040976134609896,-1.434201808586492,0.0005711063293377323,0.0012930709343495826,2.888377650253706,True
Sgms2,-0.411133419523983,-0.20092176150582264,-0.21021165801816039,1.009583557807317,-0.527049788698063,0.0005547209173148634,0.0012607293575337803,2.899378134001718,True
Gm15987,-0.32492139432037964,-0.11352899213077998,-0.21139240218959965,1.494645889960592,-0.3570215926115519,1.2319590412860393e-10,9.148210702619105e-10,9.038663841230681,True
Rnase4,-0.4880876085792764,-0.27641671996053735,-0.21167088861873906,0.7989791885970492,-0.6949100437840211,4.616248464056208e-06,1.5773058533221665e-05,4.80208408502825,True
Hist1h2br,-0.19901241565077554,0.014469133689721723,-0.21348154934049726,,-0.1396674644721295,3.5634154759578746e-05,0.00010409198079721153,3.982582727066501,True
Plk2,-0.8131657958867748,-0.5993119099211069,-0.2138538859656679,0.42606633771622887,-1.767284497490308,5.657138594862101e-05,0.00015980617499610454,3.796406443326653,True
Abcg1,-0.7098408722150158,-0.49579374758954464,-0.21404712462547115,0.5018019273921482,-1.3321253457732183,1.6416435277658738e-07,7.394790665612044e-07,6.131074115657129,True
Slc31a2,-0.7545035492780681,-0.5401794632964331,-0.214324085981635,0.4669539664405705,-1.5036563077211513,0.0007562354295871491,0.0016706231876004768,2.777121495049729,True
Aplp2,-0.7021249572012315,-0.48682203412328123,-0.21530292307795024,0.512246150405325,-1.3021318859268571,0.01833004045495311,0.030181186259527624,1.5202636944529992,True
Mfge8,-0.730800667914845,-0.5154884184667251,-0.21531224944811989,0.487990480249459,-1.4079168120583585,0.02115718430479912,0.03429041216336972,1.4648272947275365,True
Il1rn,-0.6376585539309011,-0.42228678553588767,-0.21537176839501343,0.5771379537847326,-1.0891834485359233,0.00529356863061386,0.009748745176084456,2.011051281550041,True
Fads3,-0.22577281162451082,-0.009153655569249438,-0.21661915605526139,4.910414524983466,-0.18027171270460984,0.0005794670036450559,0.0013090369058246746,2.8830481091634805,True
Hdc,-0.18384885394545833,0.0329589497274574,-0.21680780367291574,,-0.11316887481975067,0.0031601432130276626,0.006116406218763217,2.2135036788011178,True
Ly9,-0.41165657334371425,-0.19464260547032602,-0.21701396787338822,1.057741175999615,-0.5210791017171255,0.008922416150489105,0.015616831068534022,1.8064070875568266,True
Ptma,1.7451084379815596,1.9632022211285944,-0.21809378314703487,-0.16259302174976303,1.5130638516605142,0.02615249268462768,0.041511893150202664,1.381827460166692,True
Mcf2l,-0.366008282356411,-0.14724329347835402,-0.21876498887805695,1.2908502829706623,-0.4278394534267648,2.2393678913793437e-09,1.3710415661506186e-08,7.8629493784152995,True
Hist1h1d,0.09952810939217832,0.3186362317322717,-0.21910812234009336,-1.5412530845256254,0.27391229507028136,0.026686087227558452,0.04222482156259249,1.3744321770333348,True
Gpr146,-0.4262849358123069,-0.20591895006485458,-0.22036598574745234,1.0273616916310337,-0.5481468041809201,0.013477399462596882,0.022727486446200477,1.6434485925595452,True
Tubb6,-0.18716852323001876,0.03321108566312357,-0.22037960889314234,,-0.11556418379676282,0.002073814550390744,0.004186705014247801,2.378127637436333,True
Gpx3,-0.28230359540650735,-0.0616639214527917,-0.22063967395371564,2.1868995797413113,-0.27226902836663475,0.021713547939675764,0.03511625003721148,1.4544918673416587,True
Il2ra,-0.24074738407254767,-0.0196933342998417,-0.22105404977270598,3.7010400977429083,-0.20127815527452525,0.0001079109437499198,0.0002857306542363278,3.5440431644071535,True
Kitl,-0.14496695529161766,0.07622072936052153,-0.22118768465213917,,-0.05046224765603811,1.0789470786259968e-05,3.4507902301471116e-05,4.462081440203882,True
Rasgrp3,-0.11113614259548986,0.11037082470451265,-0.22150696730000252,,-0.0005521658153415322,6.4394826931039535e-06,2.1488818775652792e-05,4.667787456696328,True
Coro1a,-0.5646732628750194,-0.34304282543358233,-0.22163043744143707,0.7000241145137032,-0.8726521027602954,0.009129886183660443,0.015952043419325178,1.7971836769394112,True
Fam46c,-0.6291253226377072,-0.40653559480664214,-0.222589727831065,0.612476679253532,-1.0523875763304484,0.0009729168603687349,0.0021135051275207855,2.674996694202939,True
Tmcc3,-0.4108501313328225,-0.18823212588087282,-0.22261800545194968,1.1036618597102317,-0.5136277519816055,8.412126754156735e-05,0.00022776516482373832,3.642512697647993,True
Stc2,-0.061895857086570576,0.1618154524838371,-0.2237113095704077,,0.07033408906169768,2.9072321117661567e-05,8.626801518593936e-05,4.0641501938910665,True
Tbc1d9,-0.583943801754817,-0.35995473427669356,-0.22398906747812342,0.6795269685760115,-0.9212515530572256,0.00036863108652337713,0.0008694129399136253,3.0607739002720935,True
Ccno,-0.19807527777723358,0.027041123884493413,-0.225116401661727,,-0.12897186537905986,0.00031713846770278157,0.0007617417158593632,3.118192260145826,True
Dennd5b,-0.10668706750506411,0.11845586702316988,-0.22514293452823397,,0.008464514410589435,1.2587519651145697e-06,4.798292116065704e-06,5.318913316073559,True
AU022793,-0.6793535016837711,-0.4523884950884931,-0.22696500659527796,0.5702219435107582,-1.2038042910781508,0.006378077320612748,0.011610577646746507,1.9351461728063175,True
Kif23,0.017019986705350928,0.2453466462984552,-0.22832665959310428,-3.160750753010488,0.17783274752173936,0.030439102956938077,0.047536339859872066,1.322974260551783,True
Gm17745,-0.1653640219669713,0.0632797342536543,-0.2286437562206256,,-0.07558407727542012,0.028061382430085,0.04414480717894861,1.3551203758047599,True
Ankrd55,-0.47192106690817165,-0.24320930821681788,-0.22871175869135377,0.9353658207176959,-0.6383780227510691,4.894630032451005e-10,3.329680294184357e-09,8.477597464132467,True
Arl11,-0.7616657384227855,-0.532598765818195,-0.22906697260459052,0.5012443011151738,-1.5028005211047921,0.009235227416186554,0.016117325333658908,1.7927070276184323,True
Tob1,-0.38153556826564733,-0.1520883939720683,-0.22944717429357903,1.3052072297908748,-0.4477448840804703,0.014210341579893314,0.023842854999820997,1.6226417423701311,True
Zfp618,-0.5298553039362116,-0.3003658366234477,-0.22948946731276393,0.7992552830096805,-0.7737641783478391,1.0665740347025152e-14,1.3387958594592243e-13,12.873285639469916,True
Cpeb4,-0.5942893869375246,-0.3637152744980227,-0.23057411243950193,0.6902516516867641,-0.9406511763614962,0.004685324360559816,0.00871418045981367,2.0597734506098386,True
Camk2d,-0.611126681652389,-0.38024619486014644,-0.2308804867922426,0.6668107687454199,-0.9876070728494059,0.012291892040794696,0.02089273434695982,1.680004717794475,True
Adrb2,-0.4746538008180403,-0.24374666189035005,-0.23090713892769027,0.9406770385047378,-0.6420544680109177,1.4651760833137376e-07,6.669997344372098e-07,6.175874338995711,True
Gm12840,-0.18005127983019792,0.0518793305811827,-0.23193061041138063,,-0.09555208736637866,7.038016853231942e-11,5.386237387677507e-10,9.26871450983901,True
Agpat2,-0.05902789921383322,0.17347492676102855,-0.23250282597486177,,0.0802804175186387,0.02239795643658692,0.03618409763584317,1.4414822534002454,True
E2f2,-0.40920888840613273,-0.1748968327720359,-0.23431205563409682,1.2049238203970323,-0.4982864528796436,0.00014738383414665182,0.00037694075229322715,3.4237269070202334,True
Trem1,-0.5052288353258736,-0.26969423878717685,-0.23553459653869674,0.8856485480498092,-0.7071276572120238,3.957333880456749e-06,1.3740742640474826e-05,4.86198979450031,True
Crybg1,-0.5601975321986746,-0.32443905463554057,-0.23575847756313406,0.7692484933323072,-0.8424861472995193,0.01138970179605093,0.01944741342524348,1.7111381531991603,True
Tifab,-0.5002177046041113,-0.2643922032449885,-0.23582550135912278,0.8998180227906166,-0.6950333345878805,6.8004008906557426e-12,5.982757381808571e-11,10.223098608703701,True
Ptafr,-0.7164145361833644,-0.48041245496975066,-0.2360020812136137,0.5609559099794569,-1.3162173074924046,0.001301242306826763,0.002735618024162781,2.562944543494115,True
Kctd12,-0.6463349822235624,-0.4100307922216452,-0.23630419000191727,0.6396605337675123,-1.0837003489014356,2.8491602290833752e-05,8.496501677187004e-05,4.0707598525241835,True
Ccnb1ip1,-0.12476707727679176,0.11228381961088442,-0.23705089688767617,,-0.00903298665677592,0.012521321028716066,0.021258609556394,1.6724651444097678,True
Pilrb2,-0.5326286690812532,-0.2954421744079335,-0.23718649467331965,0.8309469601923364,-0.7711146389767383,0.0024113203277668117,0.0048066185935551065,2.3181603378851046,True
