,Baso/Eos/Mast,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Krt8,0.11241658848169656,0.0044724938294706815,0.10794409465222587,4.436962880542229,0.08194567908012146,6.329075981621493e-09,8.327731554765122e-08,7.07947328279666,True
Dsp,0.18252002181104926,0.07465716136707909,0.10786286044397017,1.4559412738828796,0.17451967119227113,0.0001286732592417672,0.000528794216062057,3.2767133037986453,True
Ces2g,0.17435658417954622,0.06798973668129196,0.10636684749825426,1.530099309021578,0.16500911347037805,0.00027074168390090196,0.001011488233751813,2.995039164842145,True
Dazl,0.08785694766721099,-0.017771368602542484,0.10562831626975347,,0.0496904111739258,6.627613021276719e-06,3.976567812766032e-05,4.400491607085493,True
Mlph,0.12232158341066818,0.019956790509137533,0.10236479290153064,2.7731787452263665,0.09914596028395944,0.00014020053734084537,0.0005660856151043554,3.247117880904447,True
Hs3st1,0.07147750943563277,-0.030555047381926735,0.10203255681755952,,0.02922137309306632,0.02266008286819499,0.04502003218846687,1.3465941988230923,True
Card11,0.07630812677833453,-0.02509623849688444,0.10140436527521897,,0.03647652857230978,7.550640117156383e-05,0.00033213959459632184,3.4786793487626557,True
Ttc36,-0.021411014489733635,-0.11848540863933457,0.09707439414960094,,-0.10461704228089388,0.015446549971003415,0.032633556276767776,1.4863355959265567,True
Xlr3b,0.09722971288653287,0.00030897541158412937,0.09692073747494874,5.7586179261769015,0.06869742086823727,1.7291453920342782e-06,1.2234519283261402e-05,4.912413090204992,True
X2310003N18Rik,0.11194399172042267,0.015366332891359562,0.0965776588290631,3.00819176985914,0.08903050397191073,0.0004927016495201885,0.0016873344161650293,2.772798835192757,True
Crisp3,0.10541829403190475,0.009657489544352232,0.09576080448755252,3.5142224945479885,0.08070935631492678,0.0008215898110533302,0.002644602396094411,2.57763961291505,True
Peg10,0.11665298114360335,0.020934270424200287,0.09571871071940306,2.654801101913949,0.09598330881029096,6.524063866646251e-06,3.930158955810995e-05,4.405589884170241,True
Fbxo40,0.08302003433978711,-0.012381545802969096,0.09540158014275621,,0.05007569632949211,1.8661023652887842e-08,2.186838709322794e-07,6.660183247247785,True
Adcy6,0.08187189310420097,-0.012185622303659743,0.09405751540786071,,0.049412096293240816,1.4586898960082185e-05,7.800480727316676e-05,4.107878631823937,True
Ankrd63,0.08908890866361624,-0.004224506135729668,0.0933134147993459,,0.05995355529483617,4.091651029583738e-07,3.497137632122853e-06,5.456287275413011,True
Dnah12,0.1138678252125746,0.02219023707642919,0.0916775881361454,2.549789004161425,0.09495086286719585,4.576843769927866e-06,2.866499229599916e-05,4.542648170610238,True
Fam178b,0.08709341786488124,-0.001546897828052978,0.08864031569293422,7.98596496069435,0.06042549322829229,0.0025646240009436945,0.007091126269890399,2.1492847811847096,True
Gpr55,-0.036521553833003574,-0.12131647687908183,0.08479492304607825,-3.770393022654896,-0.11860008622791253,0.0017000407951242346,0.004975729156461175,2.303143267596915,True
Ldlrad4,0.17876926659300374,0.09684248469224996,0.08192678190075378,1.063267233232467,0.18625443625833032,1.9431431490869284e-05,9.981899738460249e-05,4.000786796647029,True
Gm10827,0.009381889238752094,-0.07196200020949198,0.08134388944824407,,-0.04586334282069214,0.0001364592252965615,0.0005569764297818837,3.2541631829811277,True
Uba7,0.27933985314322946,0.19885667987308617,0.08048317327014329,0.6126248947505664,0.30929060473629244,0.001183157795874299,0.0036108579731667315,2.442389593457145,True
Proca1,0.0500518172269899,-0.03024606490881789,0.08029788213580778,,0.014216553550139666,1.0796481263963997e-05,6.009173245248978e-05,4.221185275039673,True
Gm10489,0.08258880347655867,0.0036257620125219347,0.07896304146403674,4.294111059899368,0.06088754551246307,0.0005766767914140174,0.0019351570181678436,2.7132837906671723,True
Plxdc1,0.05347667619535382,-0.025037201331060882,0.0785138775264147,,0.020370255654439857,0.000121859536804912,0.0005056412315556515,3.296157519561513,True
AU022793,-0.3740283413983516,-0.4523884950884931,0.07836015369014149,-0.3793535555278368,-0.7690799209536927,0.012744957953609075,0.027746642859816564,1.556789555808187,True
C330018A13Rik,0.06777931458894709,-0.010022230450604689,0.07780154503955178,,0.04107268378996224,0.00030028292825584146,0.0010999374661386134,2.958632004735336,True
Cox6b2,0.5246578362072203,0.4472227919756902,0.07743504423153008,0.2983752022846677,0.5713761681688304,0.0013929270301703636,0.004162132560270011,2.3806840920059402,True
Vwf,-0.23144102509096603,-0.3082623877687885,0.07682136267782247,-0.5885825419871485,-0.45373858887988006,0.01516470016304509,0.032128602040349764,1.493108170787426,True
Epha5,0.08387171091232638,0.008808498386441998,0.07506321252588438,3.3687386342411836,0.06535186452809508,0.003248522282511115,0.008639686921572114,2.063501994870315,True
Rgs9,0.08582493059509072,0.011372356372222652,0.07445257422286806,3.086671616773143,0.06846258463020237,3.4585053954762535e-05,0.00016680894190399936,3.7777806724304375,True
Myom1,0.08027009822943053,0.006408007637779406,0.07386209059165112,3.683762922081276,0.061208065334178406,0.0020148523828377586,0.005767707202779844,2.2389967946555855,True
Sema7a,0.020432173544509,-0.04964895141271821,0.07008112495722721,,-0.021230905280240797,4.069179234104008e-06,2.586342733540683e-05,4.587313924381119,True
Gm16104,0.018171103641400795,-0.04891612703193935,0.06708723067334015,,-0.02235007836216588,0.0011112310340893588,0.0034367970126475017,2.4638461178163444,True
Fam209,0.05459627434087984,-0.010396566270740098,0.06499284061161993,,0.031536147238412415,0.009443876935376747,0.021660268200405383,1.6643361701836912,True
Lrrn3,0.18047409809491036,0.1156353242306714,0.06483877386423896,0.824008144800065,0.19919139605754468,1.6081778343403704e-08,1.9221249016020363e-07,6.7162183948599345,True
Bok,0.37239482641660787,0.3080764984396947,0.06431832797691317,0.3679982195368888,0.42248670152141793,0.002631366335448942,0.007262280594615296,2.138926975150631,True
Mag,0.001241138228504249,-0.0628723836606406,0.06411352188914485,,-0.04515694535672082,0.008994413612478417,0.020933468454177852,1.6791588076999293,True
Ppm1l,0.12613946416424485,0.06578359753794319,0.06035586662630166,1.183146739282236,0.13219715940758456,0.01578119330670296,0.033153767451056644,1.4794671131042512,True
Kank1,0.08412313100846645,0.025734864159379405,0.058388266849087045,2.012449188470989,0.0771459010360653,8.296013821289612e-06,4.786161819974776e-05,4.320012621992107,True
Clhc1,0.06132866248926056,0.002942010808560059,0.0583866516807005,4.172359636835158,0.045632153620494734,1.3111604799866488e-05,7.112986329041495e-05,4.147948026003056,True
Pcolce2,0.035676485560047405,-0.02259536354021857,0.05827184910026598,,0.009405310350455045,0.001617909770039107,0.004763227978525339,2.3220986317056895,True
Gm15972,0.0830300651126614,0.026168174290500033,0.056861890822161365,1.9759220336759074,0.07669469757977233,2.040997021697965e-06,1.4272706445440317e-05,4.845493666487886,True
Igdcc4,0.0971734832775405,0.04034795550899401,0.056825527768546484,1.5610012363601762,0.09593888992878469,0.0004063164083522011,0.0014206867424902138,2.847501672252472,True
Gm15541,0.04259942427180297,-0.013316874627535488,0.05591629889933846,,0.020969754493603186,0.00011697404739620185,0.0004860417481836642,3.3133264257436776,True
Gm37768,0.05656206514413158,0.0009256037831375353,0.055636461360994045,4.849408032209195,0.040883784216384576,0.00010923972121761084,0.00045899042528407916,3.3381963739173384,True
P2ry10b,-0.39020777885376845,-0.4439662545865412,0.05375847573277276,-0.28623383672304265,-0.7786475595924978,0.017764873653820117,0.036553237970823285,1.4370741461869527,True
Spo11,0.08742609934767337,0.03468103886331361,0.05274506048435976,1.6510828667727167,0.08549749501978691,0.0005838444670775115,0.0019526570805267942,2.7093740194419564,True
Ndst3,0.046631388851942755,-0.002225835582621579,0.048857224434564334,,0.031681415284270986,0.0030552026483333656,0.008190891818588111,2.0866688099849067,True
Sema3e,0.037225626009593324,-0.011049009554663834,0.04827463556425716,,0.01875993552999965,3.492264700686762e-05,0.00016789734137917126,3.7749561807737853,True
Gm6634,0.06659859361924225,0.018662307551231657,0.04793628606801059,2.1914243211764917,0.06022790034945439,0.023330707758454944,0.04598694039117269,1.3373654839991846,True
Raver2,0.048574439025021406,0.0015641140553346745,0.04701032496968673,4.421054634252911,0.03572141367573105,6.654389985949946e-05,0.00029618946524999763,3.528430392354842,True
B230208H11Rik,0.047441963955776954,0.0025943070102144336,0.044847656945562524,4.033192181124189,0.03564943533064638,0.0013505011107754635,0.004055558891217608,2.3919492877792545,True
Zfp599,0.10224723701154827,0.0586712893429542,0.043575947668594066,1.0997033260944356,0.1116446789349745,0.022070907410267446,0.043936776530061276,1.3571718087391227,True
Hbegf,0.23393517605426956,0.19148580348438746,0.0424493725698821,0.43575761799900625,0.2782351771477408,0.0031222016028357516,0.008333278299383679,2.0791841141699736,True
Axl,-0.001528210839814652,-0.04262559871374095,0.0410973878739263,,-0.032207080121483676,0.007430889217121906,0.017748939212870792,1.7508275979758383,True
Rbp4,0.08467803755131159,0.04369700185056097,0.04098103570075062,1.2991868486165703,0.08975238947249882,0.0005935304283967602,0.001982841074822139,2.702712093204533,True
Gm26566,0.039752249546992434,7.966922776217689e-05,0.03967258031923026,5.021103150781986,0.028450279676974385,0.0022703484276058363,0.006425514417752367,2.192092097592293,True
Fbxw10,0.030067304865903793,-0.008705730541087666,0.03877303540699146,,0.01532740921285388,0.01479595018589361,0.031436154785892935,1.5025705815065877,True
Gm15743,0.02155145146293538,-0.017103930471000964,0.03865538193393635,,0.003204646375794246,0.015071761861926223,0.0319542654316457,1.4954711616125196,True
Cntd1,0.06117181455266569,0.02480747911687237,0.036364335435793316,1.7303524337964475,0.060724837115330735,0.023879547828557463,0.04688392898276989,1.3289760005727942,True
Mtmr11,-0.006487664882462569,-0.04165087736462624,0.03516321248216367,,-0.035149345309319416,0.000987151667230667,0.0030912891458162845,2.5098603710093417,True
Rasgef1b,-0.17054738719136334,-0.20570056258548217,0.03515317539411883,-0.5127610513421643,-0.30066865271334986,0.006835666214022359,0.016524575859844542,1.7818696788373614,True
Lnx1,0.03986384390801451,0.006257959194281979,0.03360588471373253,3.0340540535657445,0.03289202949243331,0.00032439155266304645,0.0011767529117160088,2.9293147184170456,True
Ppbp,0.03312726618130747,0.0008419492251706512,0.03228531695613682,4.421609027976886,0.0242978438382318,0.025083126232511146,0.048831524138568096,1.3112997202245882,True
Arhgef28,0.10246804595387078,0.07190795779785984,0.03056008815601094,0.8174354986158049,0.12060143983300564,0.016369719836955735,0.03412728249539069,1.4668982925664769,True
Hic1,0.08723345948994214,0.05790746971838682,0.029325989771555323,0.9409670222453578,0.10107243149691637,0.004271370214002486,0.010924220496170041,1.9616095425762898,True
Fam89a,0.002175384719386085,-0.02620545314984639,0.028380837869232473,,-0.01743900647091416,0.014569514872604817,0.031020968500932895,1.508344647268873,True
Adamts20,0.06888938930334755,0.04182104024733917,0.027068349056008384,1.1414022305856497,0.07772866750246232,0.008098841587228199,0.019146197605740423,1.7179174630954777,True
Kctd15,0.07554725516303713,0.048652528189129025,0.026894726973908108,1.0284836393500614,0.0869194595963925,0.020443080447225585,0.04135484918521696,1.3834735586409268,True
AC110211.1,-0.21750281431472576,-0.24358427820107773,0.026081463886351963,-0.348616497593798,-0.37808841323057046,0.016369719836955735,0.03412728249539069,1.4668982925664769,True
Slc6a8,-0.2635992124081148,-0.28818038152674347,0.024581169118628676,-0.2792299187882887,-0.4657188157148013,0.007283944588431553,0.017453541346081996,1.7581164408525614,True
Kif5a,-0.03530675056984559,-0.05960428860601002,0.024297538036164426,-2.9356512727088115,-0.07014163202250874,0.004123778236622682,0.010600972330649569,1.9746542990305835,True
Slc7a2,-0.1324000605319905,-0.15499743527951895,0.02259737474752846,-0.5483173153491976,-0.22380965989254242,0.0016427833691400212,0.004822260379080297,2.3167493434930324,True
Ankrd33b,-0.11810882945276724,-0.13900621205845456,0.020897382605687326,-0.6009473980314868,-0.19852265445788692,0.0012642755330880434,0.0038272720476933706,2.4171106664368915,True
Mpdz,0.21742822041728196,0.19692982606204265,0.020498394355239313,0.30173467108747587,0.2716396419488645,0.00037020641503490053,0.0013112387781637562,2.882318215559043,True
Ago4,-0.09521136524074357,-0.11466442006178053,0.019453054821036958,-0.7404927216430389,-0.15994030205765764,0.0010148986802830026,0.0031682581070229007,2.49917944517292,True
Batf2,-0.025179255351964875,-0.042585755889344164,0.01740650053737929,,-0.049729441798773026,0.0020148523828377586,0.005767707202779844,2.2389967946555855,True
Sbspon,0.0296459251793821,0.012768881877303023,0.01687704330207908,1.9590857588125568,0.030275902116293746,0.01682368414584659,0.03487978744819611,1.4574261702519935,True
Afmid,0.027289477400635878,0.011123859277886849,0.01616561812274903,2.0690026697112915,0.027446621824307512,0.004316572753504125,0.011030424412702194,1.9574077770839649,True
Rnase4,-0.2604638301785535,-0.27641671996053735,0.015952889781983837,-0.2379836505509078,-0.4509524433142827,0.002382371121377491,0.0066608698640563575,2.176469051236448,True
Yes1,0.049028894527399024,0.03387703909873479,0.015151855428664235,1.098170814580785,0.058597687119590784,0.013191349800793716,0.028593966331200253,1.5437255985322378,True
Dao,-0.029165789483877443,-0.043570610934964026,0.014404821451086583,-4.904472310061171,-0.053446091677120354,0.012546510034803855,0.027414078735915195,1.5620263442226345,True
Kiss1r,0.003735837543785635,-0.009566452527455058,0.013302290071240694,,-0.004212042347984539,0.004377517452000333,0.011167136357143706,1.9520581808446802,True
Gm26772,-0.017090185510617032,-0.030313586417318458,0.013223400906701425,,-0.03460635081766585,0.004023233940017854,0.010369159639221272,1.9842564392558701,True
Spag17,0.07756209636985137,0.06446589304911063,0.01309620332074074,0.664365523850415,0.09897733159709181,0.00017226461641930312,0.0006835897476956473,3.1652044593401185,True
Atoh8,0.06157080954484605,0.04983712395059624,0.01173368559424981,0.7854592429860825,0.07820534077626774,0.0023735775984608017,0.006648676746388801,2.177264781603024,True
X9530052C20Rik,0.03580601482349012,0.025714007936308323,0.010092006887181797,1.1980437067423941,0.04370847364217108,1.6788987584002272e-07,1.6040433997454398e-06,5.794783885419078,True
Sall3,0.03509102876411589,0.025861992498585503,0.009229036265530389,1.1740459429660557,0.04331161949930046,0.0023473750234900875,0.006606121079240397,2.180053470674262,True
Emcn,-0.00746404265910465,-0.016077332338286295,0.008613289679181645,,-0.01708224576751079,0.01040332891849895,0.02351920629653116,1.6285773384995146,True
AC139671.1,-0.12917638871556258,-0.1377275552644644,0.008551166548901812,-0.42067575595135454,-0.2066483826033373,0.00023454917976232131,0.0008952258769554249,3.0480673727972616,True
X2010007H06Rik,-0.0051796939114936835,-0.013298204011555766,0.008118510100062083,,-0.01339094065323705,0.00834228399904502,0.019598161313339902,1.7077846719561824,True
Gm5239,-0.004896747514641482,-0.010032770449082544,0.0051360229344410615,,-0.010809767302303479,0.007068413958275963,0.017005005513093734,1.7694232229311533,True
Ckm,0.06130796315670443,0.05635837595887868,0.004949587197825747,0.6102547970245139,0.08247529526799653,0.0028515975027877567,0.007755931557899611,2.1103660320014908,True
Usp18,-0.05077762611126648,-0.05200313015471382,0.0012255040434473383,-1.1203940615098598,-0.07611359295799071,0.00938281324671074,0.021586226794579926,1.6658232643588202,True
Gm3739,0.021266513322224085,0.020497141508472844,0.0007693718137512413,1.1243435083120088,0.02981587613847568,4.6013047346097095e-06,2.8758154591310684e-05,4.541238986040358,True
